book_id,Name,Description
2492,Oils And Vinegars: Discovering And Enjoying Gourmet Oils And Vinegars,"Oils And Vinegars Should Never Be Relegated Simply To Dressings, Marinades And Frying. This Cookbook Celebrates The Many Uses For The Key Oils And Vinegars."
16,"The Handbook Of Painted Decoration: The Tools, Materials, And Step-By-Step Techniques Of Trompe L'Oeil Painting","In This Authoritative And Practical Guide, Two Distinguished Teachers And Award-Winning Artist-Painters Share Their Knowledge And The Secrets Of Their Trade, Providing Clear Step-By-Step Instruction On All The Techniques And Expert Advice On Tools And Materials. From The Simplest Geometric Borders To Panoramic Murals, They Cover Every Conceivable Subject, Providing A Vast Repertoire Of Fine Visual Effects. Among Them Are: Basic Patinas And Variations, Marble, Wood, Bricks And Stonework, Mosaics, Ivory, Terracotta, Mother-Of-Pearl, Leather, Parchment, Decorative Friezes And Ornamental Devices, Drapery, Trelliswork, And Many Other Faux Materials."
2523,"Stage Plays From The Classics: One-Act Adaptations From Famous Short Stories, Novels, And Plays","One-Act Stage Adaptations Of Famous Short Stories, Novels, And Plays. Includes ""The Prince And The Pauper,"" ""Nicholas Nickleby,"" And ""Frankenstein."""
4479,Runner'S World Meals On The Run: 150 Energy-Packed Recipes In 30 Minutes Or Less,"While All Runners Need To Eat Well To Fuel Their Performance, Most Don’T Have The Time To Cook Complex Or Labor-Intensive Meals To Meet Their Unique Nutritional Needs. But If You’Ve Got 30 Minutes, You Can Prepare Fresh, Delicious Meals That Will Bolster Your Running And Satisfy Your Appetite. Meals On The Run Includes More Than 150 Healthy, Energy-Packed Recipes That Can All Be Prepared In Small Windows Of Time—Some In 10 Minutes Or Less!

From Simple Snacks And Smoothies To Weeknight Dinners, You’Ll Find Everything You Need To Get High-Quality Food On The Table Fast. If You Follow A Specialized Diet—Vegetarian, Vegan, Low-Calorie, Or Gluten-Free—Or Need Your Meals To Match Your Training Plan, Each Recipe Is Marked So You Can Easily See If A Particular Recipe Fits Your Needs.

Every Delicious, Healthy Recipe In Meals On The Run Features Fresh, Minimally Processed Ingredients That Offer Superior Nutrition And Taste. Once You Get Cooking, You’Ll Find That Fast Meals Can Be Synonymous With Good Taste, Good Health, And Good Running."
1557,Mosaics Inside & Out: Patterns And Inspirations For 17 Mosaic Projects,"This Book Makes Easy The Seemingly Daunting Task Of Creating Mosaics For Your Home. Presenting Both Creative Ideas And Stunning Projects For Both Interior And Exterior Decoration, This Book Provides The Information, Inspiration, And Tools To Add The Colorful And Sophisticated Art Of Mosaic To You Kitchens, Bathrooms, Floors, Walls, Porch And Garden."
2802,"She Appears! Encounters With Kwan Yin, Goddess Of Compassion","Referred To As The ""Celestial Bodhisattva Of Compassion,"" The Asian Goddess Kwan Yin Manifests Herself To Those In Need Around The World In Myriad Forms. Sometimes Encountered In The Peacefulness Of Nature, Other Times Seen As A Benevolent Caregiver, Kwan Yin Is Vast, Yet Readily Accessible To Each And Every One Of Us Whether We Are Experiencing Our Darkest Moment Or Realizing A Rare Twinkling Of Transcendence. Throughout This Book, Powerful Encounters With Kwan Yin Are Described In Essays, Poems, Stories, And Art Work. With Each Page Turned, You Will Find Yourself Recognizing How Kwan Yin'S Wise, Compassionate Energy Has Been Impacting You All Along And You Will Be Inspired To Further Look For Her In Places You Have Previously Discounted, Including Your Own Nature. "
4216,A Companion To Museum Studies,"A Companion To Museum Studies Captures The Multidisciplinary Approach To The Study Of The Development, Roles, And Significance Of Museums In Contemporary Society.
Collects First-Rate Original Essays By Leading Figures From A Range Of Disciplines And Theoretical Stances, Including Anthropology, Art History, History, Literature, Sociology, Cultural Studies, And Museum Studies Examines The Complexity Of The Museum From Cultural, Political, Curatorial, Historical And Representational Perspectives Covers Traditional Subjects, Such As Space, Display, Buildings, Objects And Collecting, And More Contemporary Challenges Such As Visiting, Commerce, Community And Experimental Exhibition Forms"
726,,
408,Indoor Marijuana Horticulture: The Indoor Bible," The Classic ""Indoor Bible"" Puts All The Latest Information On Indoor Cultivation At Your Fingertips. Learn How Growers Maximize Yields, Harvesting More Than A Pound Of Connoisseur Quality Bud Per 1000W Bulb Every Two Months. Includes Precise Color Drawings And Photos Of Numerous Plant Problems, A Troubleshooting Chart, Four Case Studies, Weekly Checklist, Calendar, Glossary And Index."
1565,"This Book Is Full Of Spiders: Seriously, Dude, Don'T Touch It","The Novel Is A Followup To Wong'S Book John Dies At The End, Which Was Initially Published As A Webserial And Later As A Printed Novel. This Book Is Full Of Spiders Was First Published In Hardback On October 2, 2012 Through Thomas Dunne Books And Chronicles The Further Adventures Of John And Dave"
4924,The Secret To Long Life In Your Dna: The Beljanski Approach To Cellular Health,"The Secret To Long Life In Your Dna Presents The Work Of Mirko Beljanski, A Biologist-Biochemist At The Pasteur Institute In France, Whose Innovative Research On Dna Led To The Discovery Of New Treatments For Cancer And Other Degenerative Diseases. The Beljanski Method Fights Disease By Targeting Damaged Or Destabilized Dna In The Body, Allowing Cells With Healthy Dna To Thrive. Beljanski, With His Wife Monique, Went On To Develop Natural Compounds That Enhance The Body’S Resistance Not Only To Degenerative Diseases But Also To The Effects Of Environmental Toxicity And The Ravages Of Aging. Beljanski’S Compounds Are Now Being Studied At Columbia University, And Other Centers, Where Early Findings Support His Theories."
2292,Rabbi Israel Salanter And The Mussar Movement: Seeking The Torah Of Truth,"Israel Salanter Was One Of The Most Original And Influential Jewish Leaders And Thinkers Of Eastern European Jewry In The Modern Period. One Of Salanter’S Most Striking Innovations Was The Transformation Of The Issue Of Ethics From The Domain Of Theology To The Realm Of Psychology. Immanuel Etkes Traces Salanter’S Unique View Of Mussar Doctrine, Especially His Introduction Of Modern Psychology To The Traditional Understanding Of Personal Ethical Development."
4732,The Healthiest City: Milwaukee And The Politics Of Health Reform,"Between 1850 And 1900, Milwaukee’S Rapid Population Growth Also Gave Rise To High Death Rates, Infectious Diseases, Crowded Housing, Filthy Streets, Inadequate Water Supplies, And Incredible Stench. The Healthiest City Shows How A Coalition Of Reform Groups Brought About Community Education And Municipal Action To Achieve For Milwaukee The Title Of “The Healthiest City” By The 1930S. This Highly Praised Book Reminds Us That Cutting Funds And Regulations For Preserving Public Health Results In Inconvenience, Illness, And Even Death.
    “A Major Work. . . . Leavitt Focuses On Three Illustrative Issues—Smallpox, Garbage, And Milk, Representing The Larger Areas Of Infectious Disease, Sanitation, And Food Control.”—Norman Gevitz, Journal Of The American Medical Association
    “Leavitt’S Research Provides Additional Evidence . . . That Improvements In Sanitation, Living Conditions, And Diet Contributed More To The Overall Decline In Mortality Rates Than Advances In Medical Practice. . . . A Solid Contribution To The History Of Urban Reform Politics And Public Health."
3018,My Fair Gentleman: A Proper Romance,"Jack Would Rather Be At Sea Than Fixing The Mistakes Of His Grandfather, The Late Earl Of Stansworth. Instead, He Finds That Inheriting His Grandfather'S Wealth And Title And Securing The Welfare Of His Sister And Mother Means Joining The Ranks Of High Society And Living With The Aristocracy. Luckily, Ivy Carslisle, The Granddaughter Of A Dear Friend Of Jack'S Late Grandmother, Is Willing To Teach Him Etiquette And Properly Introduce Him Into Society. Jack Soon Learns That His Challenge Isn'T Surviving His New Lifestyle, But Surviving The Conspiracies Against Him As Well As Keeping Himself From Falling Madly In Love With His New Tutor."
4459,Stand Up Paddling: Flatwater To Surf And Rivers (Mountaineering Outdoor Experts) (Moes),"The First And Only Guide To The Country'S Fastest Growing Sport. Longtime Stand Up Paddler And Instructor Rob Casey Has Authored The First And Only Comprehensive Guide To Stand Up Paddling. From Choosing The Right Gear To Stroke Techniques And Fitness Advice, Rob Will Have You Stand Up Paddling In No Time. Specific Chapters Focus On Flat-Water Paddling, Paddle Surfing, And River Paddling To Show You Exactly What You Need To Take Your Sup Skills And Knowledge To A Specific Environment. Whether You Want To Learn About Fitness Or Expedition Planning In Flat Water, How To Forecast Waves And Current For Surfing, Or How To Use River Eddies To Your Advantage- It'S All Here In This Easy To Use Reference Guidebook From Stand Up Paddling Expert Rob Casey."
1541,,
1627,"Unnatural Talent: Creating, Printing And Selling Your Comic In The Digital Age","The Journey From Being A ""No Name"" Artist To Finding Your Voice In The World Of Comics Has Always Been A Mystery-Especially In The Internet Age. While The Publishing Industry Struggles To Adapt To The Rapidly Changing Digital World, Independent Artists Now Have The Ability To Build A Successful And Lucrative Brand Completely On Their Own With A Little Hard Work And Some Internet Savvy. Now There'S Nothing Stopping You From Getting Your Book In Front Of Thousands Or Even Millions Of People. Suddenly You Can'T Blame Anyone For Not Giving You A Chance. You Can Only Blame Yourself For Not Trying. So Roll Up Your Sleeves, Sharpen Your Pencils And Fire Up Your Internet Because We Are About To Make And Sell Comics! Jason Brubaker'S Graphic Novel Remind Raised Over $125,000 In Pre-Order Sales On Kickstarter, Won The Xeric Award And Made Ala'S Great Graphic Novels For Teens List. This Book Is A Collection Of His Thoughts, Strategies And Practical Lessons Developed During His Experience Writing, Drawing And Self-Publishing Remind."
1085,Brainstorm: The Power And Purpose Of The Teenage Brain,"In This Groundbreaking Book, The Bestselling Author Of *Parenting From The Inside Out* And *The Whole-Brain Child* Shows Parents How To Turn One Of The Most Challenging Developmental Periods In Their Children'S Lives Into One Of The Most Rewarding. Between The Ages Of 12 And 24, The Brain Changes In Important And Often Maddening Ways. It'S No Wonder That Many Parents Approach Their Child'S Adolescence With Fear And Trepidation. According To Renowned Neuropsychiatrist Daniel Siegel, However, If Parents And Teens Can Work Together To Form A Deeper Understanding Of The Brain Science Behind All The Tumult, They Will Be Able To Turn Conflict Into Connection And Form A Deeper Understanding Of One Another. In *Brainstorm*, Siegel Illuminates How Brain Development Affects Teenagers' Behaviour And Relationships. Drawing On Important New Research In The Field Of Interpersonal Neurobiology, He Explores Exciting Ways In Which Understanding How The Teenage Brain Functions Can Help Parents Make What Is In Fact An Incredibly Positive Period Of Growth, Change, And Experimentation In Their Children'S Lives Less Lonely And Distressing On Both Sides Of The Generational Divide."
2660,E-Commerce Concepts,"This Book Is A Mix Of Practical And Conceptual Knowledge For E-Commerce That Discusses Strategies To Use When A Business Wants To Take Advantage Of E-Commerce To Increase Their Sales And International Exposure. The Material Is Based On My 20 Years Of Applying It In Industry, My Doctoral Studies Of E-Commerce, And On My Lecture Notes For E-Commerce That Have Accumulated Over The Last Decade. It Is Composed Of Over 20 Chapters And Is Intended Mainly For Business People That Need To Understand The Issues Involved With E-Commerce Activities, And For Marketers Who Want To Learn How To Take Advantage Of E-Commerce. Technology Students May Also Find Value From The Concepts Presented In Order To Understand Why Businesses Are Asking For Certain Features. The Book Discusses Concepts For The Technologies Involved, The Business Issues, The Legalities Of Activities, The Strategies Which Can Be Used, And The Emerging Trends In E-Commerce. An Earlier Book, ""Life As A Professor,"" Highlighted The Challenges That Are Encountered In Teaching Current Business And Technology Methods In Colleges And Universities, Along With Recommendations For Solutions That Are Needed Now In Classrooms. A Later Book, ""Mba Strategic Analysis,"" Discussed Methods To Use To Assess Business Strengths So That Opportunities For Growth Can Be More Effectively Implemented. Another Book, ""Computerized Financial Systems,"" Reviewed Database Designs And Processes That Are Needed For Implementing Functional Financial Systems."""
3174,Well Enough Alone: A Cultural History Of My Hypochondria,"Jennifer Traig Does Not Suffer From Lupus, Multiple Sclerosis, Crohn'S Disease, Or Muscular Dystrophy. Nor Does She Have Suds, The Mysterious Disorder That Claims Healthy Young Asian Men In Their Sleep. What She Does Have Is Hypochondria. In Well Enough Alone, Traig Provides An Uproariously Funny Inquiry Into Her Ailment, As Well As A Well-Researched History Of The Disorder. While Chronicling Her Life As A Hypochondriac And The Minor Conditions That Helped To Fuel Her Persistent Self-Diagnosis, She Offers A Literary Tour Of The Disorder'S Past And Present. And By The End, Her Journey Leaves Her More Knowledgeable, A Little Less Neurotic, And-One Might Say-Healthier."
4389,,
4923,How To Have A Big Wedding On A Small Budget,"This Book Is Loaded With Money-Saving Tricks And Organizing Tips, As Well As Lots Of Encouragement, All Designed To Help You Determine The Budget For Your Wedding - And Then Stick To It. You'Ll Find Dozens Of Creative, Innovative Ideas That Will Not Only Save You Money, But Make Planning Your Wedding A Fun, Friend-And-Family-Involving Process You'Ll Savor In Memory Forever. In This New Edition You'Ll Find Actual Case Histories Of Four Weddings - How The Brides Stayed Within Their Budgets Without Sacrificing The Quality And Elegance Of The Day, The Latest Wedding Trends - How To Be Fashionable At A Low Price, Money-Saving Tips For The Groom, Updated, Average Costs For Everything From Flowers To Wedding Gowns, Reception Food To Photographers, For Nine Regions Nationwide, Creative New Cost-Cutting Ideas Contributed By Recent Brides, Complete Instructions On How To Set Up A Wedding Notebook To Keep Track Of Every Aspect Of Planning Your Wedding, Detailed Questions To Help You Focus On Your Idea Of The ""Perfect Wedding"" Before You Start Planning, And A ""What To Do When"" Calendar/Timetable For Quick Reference."
1570,,
2298,,
7,Principles Of Marketing (16Th Edition) (Newest Edition),"This Edition Of This Text Continues To Build On Four Major Marketing Themes: Building And Managing Profitable Customer Relationships, Building And Managing Strong Brands To Create Brand Equity, Harnessing New Marketing Technologies In The Digital Age, And Marketing In A Socially Responsible Way Around The Globe."
479,,
2685,Mercy Watson: Something Wonky This Way Comes,"Some May Find It Wonky To Take A Pig To The Movies. But Not Mr. And Mrs. Watson, Who Think The Title Of The Film, When Pigs Fly, Is Inspirational. And Not Their Beloved Mercy, Who Is Inspired By The Fact That The Drive-In Proudly Serves Real Butter On Its Bottomless Bucket Of Popcorn. So When They Pull Up In Their Convertible, Mercy Lifts Her Snout And Becomes A Pig On A Mission — For What Is More Heavenly Than Being Hot On The Trail Of A True Butter Smell? Masterful Slapstick Director Kate Dicamillo Sends Mercy On A Delirious Chase, Followed By A Trail Of Hapless Rescuers Whom Fans Will Recognize From Prior Episodes. And Chris Van Dusen’S Comic Retro Illustrations Perfectly Capture A Nostalgic Pastime — Along With The Newest Antics Of A Charmingly Single-Minded Pig. "
3574,If You'Re Lucky,"When Seventeen-Year-Old Georgia’S Brother Drowns While Surfing Halfway Around The World In Australia, She Refuses To Believe Lucky’S Death Was Just Bad Luck. Lucky Was Smart. He Wouldn’T Have Surfed In Waters More Dangerous Than He Could Handle. Then A Stranger Named Fin Arrives In False Bay, Claiming To Have Been Lucky’S Best Friend. Soon Fin Is Working For Lucky’S Father, Charming Lucky’S Mother, Dating His Girlfriend. Georgia Begins To Wonder: Did Fin Murder Lucky In Order To Take Over His Whole Life?  

Determined To Clear The Fog From Her Mind In Order To Uncover The Truth About Lucky’S Death, Georgia Secretly Stops Taking The Medication That Keeps Away The Voices In Her Head. Georgia Is Certain She’S Getting Closer And Closer To The Truth About Fin, But As She Does, Her Mental State Becomes More And More Precarious, And No One Seems To Trust What She’S Saying.

As The Chilling Narrative Unfolds, The Reader Must Decide Whether Georgia’S Descent Into Madness Is Causing Her To See Things That Don’T Exist–Or To See A Deadly Truth That No One Else Can.  "
145,Great-Tasting Potatoes Cookbook,"The Potato Must Be The Most Versatile Of All Cooking Ingredients; It Makes Marvelous Side Dishes, Wholesome Soups, Spicy Pies, Even Sweet Deserts-There Are Almost No Limits To The Variations Possible With The Common Or Garden Spud. And In Addition To Providing Culinary Delight, The Potato Also Contains Numerous Nutrients With Low Calories. With 250 Mouth-Watering Recipes And Special ""Cook'S Tip"" Sidebars, The Great Potato Cookbook Is A Must-Have On Every Cook'S Shelf. Skeptical About The Versatility Of The Potato? Just Try: * Bouillon Potatoes Served With Beef * Westphalian Potato Soup * Potato Soufflé With Parmesan And Pancetta Cheeses * Austrian Apricot Dumplings * Toulouse Sausage With Lentils And Pumpkin And Potato Mash * Moist Potato Doughnuts Along With Recipes, You'Ll Also Find A Detailed History Of The Potato, Descriptions And Pictures Of The Different Types Of Potatoes, And How To Choose, Store, And Cook Potatoes In A Variety Of Ways. Whatever You Rustle Up With This Healthy Vegetable, It Won'T Take Long For You To Figure Out That The Potato Always Tastes Good."
,,
1505,Healing Without Medication: A Comprehensive Guide To The Complementary Techniques Anyone Can Use To Achieve Real Healing,"Today'S Health-Conscious Individual Is Fully Aware Of The Side Effects Of Pharmaceutical Products. Diarrhea, Nausea, Impotence, Hair Loss - It'S Enough To Make One Believe The Cure Is Worse Than The Disease. Indeed, Sometimes It Is. This Work Is A Comprehensive Guide To Combining The Best Of Science And Nature For More Than 300 Health Conditions. It Is Also A Guide To More Than 150 Nutritional Supplements And To Dozens Of Treatment Methods One Can Control."
1430,Eternity'S Sunrise: The Imaginative World Of William Blake,"William Blake, Overlooked In His Time, Remains An Enigmatic Figure To Contemporary Readers Despite His Near Canonical Status. Out Of A Wounding Sense Of Alienation And Dividedness He Created A Profoundly Original Symbolic Language, In Which Words And Images Unite In A Unique Interpretation Of Self And Society. He Was A Counterculture Prophet Whose Art Still Challenges Us To Think Afresh About Almost Every Aspect Of Experience—Social, Political, Philosophical, Religious, Erotic, And Aesthetic. He Believed That We Live In The Midst Of Eternity Here And Now, And That If We Could Open Our Consciousness To The Fullness Of Being, It Would Be Like Experiencing A Sunrise That Never Ends.
 
Following Blake’S Life From Beginning To End, Acclaimed Biographer Leo Damrosch Draws Extensively On Blake’S Poems, His Paintings, And His Etchings And Engravings To Offer This Generously Illustrated Account Of Blake The Man And His Vision Of Our World. The Author'S Goal Is To Inspire The Reader With The Passion He Has For His Subject, Achieving The Imaginative Response That Blake Himself Sought To Excite. The Book Is An Invitation To Understanding And Enjoyment, An Invitation To Appreciate Blake’S Imaginative World And, In So Doing, To Open The Doors Of Our Perception."
2205,Paraguay (Bradt Travel Guide),"At The Heart Of South America, Paraguay Is A Bewildering Blend Of Contrasts. The Colonial Capital, Asunción, Now Has A Burgeoning Bar And Café Scene, While Its Eastern Counterpart, Ciudad Del Este, Is A Neon-Swathed Boomtown. Yet Dig A Little Deeper And A Different Picture Emerges: Jesuit Ruins Echo With Centuries Of History, Rural Families Keep Craft Traditions Alive And Everything Stops As People Share A Leisurely Drink Of Tereré. And Beyond Lies The Country'S Inimitable Natural Beauty, From Butterfly-Thronged Tropical Forests To The Rolling Fields Of The Campo And The Wild Wetlands Of The Chaco.

With Background Sections Covering The Rich History And Culture Of This Hospitable Country As Well As All The Practical Information You Will Need, Margaret Hebblethwaite'S Paraguay Remains The Essential Choice For The Curious Visitor."
1143,Treating Trauma And Traumatic Grief In Children And Adolescents,"This Is The Authoritative Guide To Conducting Trauma-Focused Cognitive-Behavioral Therapy (Tf-Cbt), A Systematic, Evidence-Based Treatment For Traumatized Children And Their Families. Provided Is A Comprehensive Framework For Assessing Posttraumatic Stress Disorder, Depression, Anxiety, And Other Symptoms; Developing A Flexible, Individualized Treatment Plan; And Working Collaboratively With Children And Parents To Build Core Skills In Such Areas As Affect Regulation And Safety. Specific Guidance Is Offered For Responding To Different Types Of Traumatic Events, With An Entire Section Devoted To Grief-Focused Components. Useful Appendices Feature Resources, Reproducible Handouts, And Information On Obtaining Additional Training. Tf-Cbt Has Been Nationally Recognized As An Exemplary Evidence-Based Program. "
554,A Terrible Revenge: The Ethnic Cleansing Of The East European Germans,"The Genocidal Barbarism Of The Nazi Forces Has Been Well Documented. What Is Little Known Is The Fate Of Fifteen Million German Civilians Who Found Themselves On The Wrong Side Of New Postwar Borders. All Over Eastern Europe, The Inhabitants Of Communities That Had Been Established For Many Centuries Were Either Expelled Or Killed. Over Two Million Germans Did Not Survive. Some Of These People Had Supported Hitler, But The Great Majority Were Guiltless. In A Terrible Revenge, De Zayas Describes This Horrible Retribution. This New Edition Includes An Updated Foreword, Epilogue And Additional Information From Recent Interviews With The Children Of The Displaced."
3694,Plastics: America'S Packaging Dilemma (Island Press Critical Issues Series),"Plastics Explains What Plastics Are, How They Are Made, How They Are Used, And The Problems And Opportunities They Bring."
3086,Microbiologically Safe Foods,"This Book Focuses On State Of The Art Technologies To Produce Microbiologically Safe Foods For Our Global Dinner Table. Each Chapter Summarizes The Most Recent Scientific Advances, Particularly With Respect To Food Processing, Pre- And Post-Harvest Food Safety, Quality Control, And Regulatory Information.The Book Begins With A General Discussion Of Microbial Hazards And Their Public Health Ramifications. It Then Moves On To Survey The Production Processes Of Different Food Types, Including Dairy, Eggs, Beef, Poultry, And Fruits And Vegetables, Pinpointing Potential Sources Of Human Foodborne Diseases. The Authors Address The Growing Market In Processed Foods As Well Novel Interventions Such As Innovative Food Packaging And Technologies To Reduce Spoilage Organisms And Prolong Shelf Life. Each Chapter Also Describes The Ormal Flora Of Raw Product, Spoilage Issues, Pathogens Of Concern, Sources Of Contamination, Factors That Influence Survival And Growth Of Pathogens And Spoilage Organisms, Indicator Microorganisms, Approaches To Maintaining Product Quailty And Reducing Harmful Microbial Populations, Microbial Standards For End-Product Testing, Conventional Microbiological And Molecular Methods, And Regulatory Issues.Other Important Topics Include The Safety Of Genetically Modified Organisms (Gmos), Predictive Microbiology, Emerging Foodborne Pathogens, Good Agricultural And Manufacturing Processes, Avian Influenza, And Bioterrorism."
2723,Life Reimagined: Discovering Your New Life Possibilities,"Are You At A Point In Your Life Where You’Re Asking, “What’S Next?” You’Ve Finished One Chapter And You Have Yet To Write The Next One. Many Of Us Face These Transitions At Midlife, But They Can Happen At Any Point. It’S A Time Full Of Enormous Potential, And It Defines A Whole New Phase Of Life. It’S Called Life Reimagined.

Here Is Your Map To Guide You In This New Life Phase. You Can Use The Powerful Practices And Insights—Enhanced With Online Tools And Exercises At Aarp’S Lifereimagined.Org Website—To Help You Uncover Your Own Special Gifts, Connect With People Who Can Support You, And Explore New Directions."
3075,It'S St. Patrick'S Day (Turtleback School & Library Binding Edition) (Scholastic Reader: Level 1 (Pb)),"This Level 1 Rhyming Reader Introduces Young Children To The St. Patrick'S Day Holiday, From Dressing In Green Outfits To Marching In A Musical Parade! 
It'S St. Patrick'S Day Follows Two Children As They Celebrate This Joyous Irish Holiday. Beautiful Illustrations Compliment Easy-To-Read Rhyming Text. 
From Dressing In Green Outfits To Dancing An Irish Reel, From Finding A Four-Leaf Clover Singing Irish Songs And Marching In A Parade, Everyone Can Be Irish On This Special Day!"
4324,Strands Of Sorrow (Black Tide Rising),"A Hardened Group Of Survivors Fights Back Against A Zombie Plague That Has Brought Down Civilization.

With The World Consumed By A Devastating Plague That Drives Humans Violently Insane, What Was Once A Band Of Desperate Survivors Bobbing On A Dark Atlantic Ocean Has Now Become Wolf Squadron, The Only Hope For The Salvation Of The Human Race. Banding Together With What Remains Of The U.S. Navy, Wolf Squadron, And Its Leader Steve Smith, Not Only Plans To Survive; He Plans To Retake The Mainland From The Infected, Starting With North America.

Smith'S Teenage Daughters Have Become Zombie Hunters Of Unparalleled Skill, Both At Land And On The Sea, And They May Hold The Key To The Rebirth Of Civilization On A Devastated Planet."
119,Analytic Philosophy,"This Substantial Anthology Comprises The Most Comprehensive And Authoritative Collection Of Readings In Analytic Philosophy Of The Twentieth Century. It Provides A Survey And Analysis Of The Key Issues, Figures And Concepts."
2640,"The Modern Coral Reef Aquarium, Volume 2 (V. 2)","This Volume Deals Exclusively With The Phylum Cnidaria, The Group Of Animals That, Among Others, Contains Corals, Anemones And Jellyfishes. All Three Classes In The Phylum - The Hydrozoa, Scyphozoa, And Anthozoa - Are Discussed In Details. Chapters On Evolution And Reproduction Biology Of The Cnidarians Are Also Included. Several Scientists, All Experts In Their Individual Fields, Have Contributed To This Volume. With Their Help And That Of Scientific And Popular Literature, We Have Tried To Make The Content As Up To Date As Possible. You Will Therefore Find, Not Only An Extensive List Of References, But Also A Wealth Of Information Never Before Grouped Together In A Popular Book Dealing With The Cnidarians. The Text Is Focused, Both On The Biology Of The Group, As Well As On How To Keep Cnidarians Successfully In Aquaria. The Book Also Contains More Than 800 High-Quality Photographs Showing Different Groups Of Animals In Their Natural Habitat And Illustrating Details Of Their Biology, As Well As Their Growth And Survival In ""The Modern Coral Reef Aquarium."
93,,
1337,,
448,Hunting The Rockies: Home Of The Giants,"This 291- Page Book With 141 Black-And-White And 66 Color Photos, Is A Collection Of Hunting Narratives Written By Kirt Darner, Members Of His Family And Friends."
4031,The Slums Of Aspen: Immigrants Vs. The Environment In America'S Eden (Nation Of Nations),"Environmentalism Usually Calls To Mind Images Of Peace And Serenity, A Oneness With Nature, And A Shared Sense Of Responsibility. But One Town In Colorado, Under The Guise Of Environmental Protection, Passed A Resolution Limiting Immigration, Bolstering The Privilege Of The Wealthy And Scapegoating Latin American Newcomers For The Area’S Current And Future Ecological Problems. This Might Have Escaped Attention Save For The Fact That This Wasn’T Some Rinky-Dink Backwater. It Was Aspen, Colorado, Playground Of The Rich And Famous And The West’S Most Elite Ski Town. "
687,,
2840,"Mobile & Social Game Design: Monetization Methods And Mechanics, Second Edition","The Book Explores How The Gaming Sector Has Changed, Including The Evolution Of Free-To-Play Games On Mobile And Tablet Devices, Sophisticated Subscription Model-Based Products, And Games For Social Media Websites, Such As Facebook. It Also Demystifies The Alphabet Soup Of Industry Terms That Have Sprouted Up Around Mobile And Social Game Design And Monetization. A Major Focus Of The Book Is On Popular Mechanisms For Acquiring Users And Methods Of Monetizing Users. The Author Explains How To Put The Right Kinds Of Hooks In Your Games, Gather The Appropriate Metrics, And Evaluate That Information To Increase The Game’S Overall Stickiness And Revenue Per User. He Also Discusses The Sale Of Virtual Goods And The Types Of Currency Used In Games, Including Single And Dual Currency Models. Each Chapter Includes An Interview With Industry Leaders Who Share Their Insight On Designing And Producing Games, Analyzing Metrics, And Much More."
2709,"Ready, Freddy! #22: Science Fair Flop","Everyone'S Favorite First-Grade Shark Expert Is Back! With More Than 3 Million Copies Sold, It'S Clear That Kids Are Ready For Freddy!

Now That Freddy'S In First Grade He Needs A Real Science Experiment For The School Fair. But Freddy Isn'T A Science Whiz Like His Best Friend, Robbie. When He Finally Comes Up With A Plan -- Growing Mold -- His Mom Accidentally Throws It Away! Can He Recreate It In Time? Or Will The Fair Be A Total Flop?"
4365,,
2181,"On The Backroad To Heaven: Old Order Hutterites, Mennonites, Amish, And Brethren (Center Books In Anabaptist Studies)","On The Backroad To Heaven Is A Unique Guide To The World Of Old Order Anabaptist Groups. Focusing On Four Old Order Communities—The Hutterites, Mennonites, Amish, And Brethren—Donald B. Kraybill And Carl Desportes Bowman Provide A Fascinating Overview Of Their Culture, Growth, And Distinctive Way Of Life. Following A General Introduction To Old Order Culture, They Show How Each Group Uses A Different Strategy To Create And Sustain Its Identity. The Hutterites, For Example, Keep Themselves Geographically Segregated From The Larger Society, Whereas The Brethren Interact More Freely With It. The Amish And Mennonites Are More Alike In How They Engage The Outside World, Adopting A Complex But Flexible Strategy Of Compromise That Produces An Evolving Canon Of Social And Religious Rules. This First Comparative Study Sketches The Differences As Well As The Common Threads That Bind These Groups Together."
4758,Spiritual Astrology: A Path To Divine Awakening,"The First Book To Link The Influence Of The Planets To The Growth Of The Soul, Spiritual Astrology Is A Simple Yet Complete Astrological Guide To Understanding Life'S Higher Purpose And Finding The Key To Your Personal"
107,"Passing On Bypass Using External Counterpulsation : An Fda Cleared Alternative To Treat Heart Disease Without Surgery, Drugs Or Angioplasty. Second Edition","This Book Describes External 
Counterpulsation, Which Is A Painless, Non-Invasive, Successful 
Treatment For Patients With Heart Disease And Angina. Pressure Cuffs 
Wrapped Around A Patient'S Legs And Hips Squeeze The Leg Muscles In 
Conjunction With The Beating Of The Heart. The Idea Behind Ecp 
(Medicare And Insurance Covered), Is To Boost Blood Flow To The Heart 
Through The Natural Growth Of Bypasses Around Arterial Blockages. 
This Amazing Treatment Even Works In Bypass Failures. "
